Institution,Researcher Name,Associated Facilities,Research Areas,Research Chairs/Grant Funding,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Alternative Fuels,Autonomy and AI,Batteries and Fuel Cells,Biocomposites,Coatings and Corrosion,Connected Vehicles,Control,Crashworthiness,Electronics,Forming and Joining,High Strength Steel,Hybrid and Electric Vehicles,Industrial Processes,Injury Prevention,Internal Combustion Engines,Lightweight Metals,Mechatronics,Nanotechnology,Networks and Security,"Noise, Vibration and Harshness",Polymers and Composite Materials,Powertrain,Sensors,Software,Stress and Fracture,Transportation and Charging,Vehicle Design
University of Windsor,"Ahmadi, Majid",Research Center for Integrated Microsystems,"Digital Signal Processing, Image Processing, Neural Networks",,Networks and security,Autonomy and AI,,,,,x,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Windsor,"Alpas, Ahmet","Tribology of Materials Research Centre
Green Auto Powertrain Project","Microstructure-mechanical property relations, deformation and fracture mechanism, wear of materials, wear resistant coatings including plasma sprayed coatings, PVD coatings, galvannealed steels and metal matrix composites.","NSERC/GM Research Chair
NSERC (Engage Grants Program): Development of new methods for determination of trimming die wear.
NSERC (Collaborative Research and Development Grants): Engine tribology: minimizing friction in lightweight combustion engines.
NSERC (Discovery Grants Program): Microstructural Aspects of Electrode Material Degradation Mechanisms in Li-ion Batteries.",Coatings and corrosion,Stress and fracture,High strength steel,Internal combustion engines,Batteries and fuel cells,,,x,,x,,,,,,x,,,,x,,,,,Err:507,,,,,x,,
University of Windsor,"Altenhof, William","Institute for Diagnostic Imaging Research
Ontario BioCar Initiative
Fraunhofer Project Centre @ Western","Crashworthiness and impact testing, experimental/destructive testing, stress analysis, mechanical material testing, dynamics, machine design, child safety in automotive collisions.","NSERC (Regional Office Discretionary Funds): Novel lightweight automotive materials and structures for advanced crashworthiness networking.
NSERC (Idea to Innovation): Kinetic energy dissipation system to reduce and control impact forces.
NSERC (Discovery Grants Program): Passive and active energy dissipation devices for superior crashworthiness performance.",Crashworthiness,Vehicle design,Injury Prevention,Lightweight metals,,,,,,,,,x,,,,,,x,,x,,,,Err:507,,,,,,,x
University of Windsor,"Azab, Ahmed",Production Operation Management Research Lab,"Process planning, manufacturing systems, assembly design CAD/CAM/CAPP/PLM, production scheduling, robotics control.",NSERC (Discovery Grants Program): Integrated process design for varying products & changeable manufacturing.,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Windsor,"Balachandar, Ramaswami","Fluid Dynamics Research Institute
Green Auto Powertrain Project","Flow past bluff bodies, sprays, mixing and jets.",NSERC (Engage Grants Program): Design of de Laval nozzle for additive manufacturing and 3D printing.,Coatings and corrosion,,,,,,,,,x,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Windsor,"Balasingam, Balakumar",Battery Management System Lab,Algorithms for Battery Management System design; characterization of lithium-ion batteries.,,Batteries and fuel cells,,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Windsor,"Barron, Ron","Fluid Dynamics Research Institute
Green Auto Powertrain Project","Computational fluid dynamics for industrial applications, modeling of flow through automotive engine cooling fans, modelling paint spray, aeroacoustics.",,Industrial processes,Internal combustion engines,Coatings and corrosion,,,,,,,x,,,,,,,,x,,x,,,,,Err:507,,,,,,,
University of Windsor,"Bowers, Randy",Metal Joining Processes,"Welding and brazing processes, steel fabrication, welding metallurgy.",,High strength steel,Forming and joining,,,,,,,,,,,,,x,x,,,,,,,,,Err:507,,,,,,,
University of Windsor,"Chen, Xiang",Green Auto Powertrain Project,"Network based control systems, vision based motion control, control applications in automotive and manufacturing systems.",,Networks and security,Control,,,,,,,,,,x,,,,,,,,,,,,x,Err:507,,,,,,,
University of Windsor,"Cheng, Shaohong",Unknown.,"Fundamentals in bluff body aerodynamics, vibration and control and engineering application of advanced materials.","Ontario Research Fund - Infrastructure: Infrastructure for a Medium-Scale Green Technology Wind Tunnel Research Program.
NSERC (Discovery Grants Program): Mechanisms and Mitigation of Bridge Stay Cable Vibrations.",Vehicle design,"Noise, vibration and harshness",Lightweight metals,Polymers and composite materials,,,,,,,,,,,,,,,,,x,,,,Err:507,x,,,,,,x
University of Windsor,"Chowdhury, Sazzadur","Microelectromechanical Systems (MEMS) Lab
Institute for Diagnostic Imaging Research","Electrostatic MEMS sensors and actuators, MEMS based radar sensors for automotive collision avoidance.",,Sensors,Nanotechnology,Injury Prevention,Autonomy and AI,,,x,,,,,,,,,,,,x,,,,x,,Err:507,,,x,,,,
University of Windsor,"Eaves, Nick",Combustion Processes Laboratory,"Clean combustion process control, computational modelling of combustion.",,Internal combustion engines,,,,,,,,,,,,,,,,,,,x,,,,,Err:507,,,,,,,
University of Windsor,"Edrisy, Afsaneh",Unknown.,"Tribology and fatigue of lightweight alloys and composites for automotive and aerospace, microstructures and mechanical properties, mechanical characterization of thin films and coatings, titanium and aluminum alloys.",Ontario Research Fund - Infrastructure: Universal Micro Materials Tester,Lightweight metals,Coatings and corrosion,,,,,,,,x,,,,,,,,,,,x,,,,Err:507,,,,,,,
University of Windsor,"ElMaraghy, Hoda",Intelligent Manufacturing Systems Centre,"Optimizing automotive manufacturing systems to increase flexibility, reconfigurability, and competitiveness.","Canada Research Chair in Manufacturing Systems
NSERC (Discovery Grants Program): Enabling Manufacturing Competitiveness and Economic Sustainability. ",Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Windsor,"ElMaraghy, Waguih",Intelligent Manufacturing Systems Centre,"Design and development of smart products and systems, complexity management in design and manufacturing, design of automotive reconfigurable framing system.",,Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Windsor,"Emadi, Arezoo",Research Centre for Integrated Microsystems,"Smart Sensors Systems, MEMS Sensors and Transducers, MEMS Ultrasonic Systems",,Sensors,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,x,,,,
University of Windsor,"Fartaj, Amir",Fluid Dynamics Research Institute,"Vehicle thermal management, heating ventilation air conditioning and refrigeration, battery thermal management.",,Vehicle design,Batteries and fuel cells,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,x
University of Windsor,"Frise, Peter",AUTO21,"Mechanical design, packaging, plastic molding technologies, machinery troubleshooting, fatigue of large welded structures.",,Forming and joining,,,,,,,,,,,,,,x,,,,,,,,,,Err:507,,,,,,,
University of Windsor,"Gaspar, Robert",Green Auto Powertrain Project,"Improving acoustic environments in automobiles, noise vibration and harshness, environmental impact of automotive noise, noise control.",,"Noise, vibration and harshness",Vehicle design,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,x
University of Windsor,"Green, Daniel",Unknown.,"Metal forming processes with automotive applications, sheet metal forming, high strain rate deformation, hot stamping, mechanical testing, modelling material behaviour, friction, and failure.","Former Canada Research Chair in Development and Optimization of Metal Forming Processes
Automotive Partnership Canada: Development of a hybrid electrohydraulic - hydromechanical process for production of lightweight automotive parts.
NSERC (Discovery Grants Program): Numerical modelling of electrohydraulic forming.
Ontario Research Fund - Infrastructure: Universal testing facility for advanced characterization of automotive materials
Canadian Foundation for Innovation: Universal testing facility for advanced characterization of automotive materials",Lightweight metals,Forming and joining,Stress and fracture,,,,,,,,,,,,x,,,,,,x,,,,Err:507,,,,,x,,
University of Windsor,"Hu, Henry",Unknown.,"Mathematical modelling, solidification behaviour, light metal casting processes, development of light alloys and composites, die casting process control.",NSERC (Discovery Grants Program): Process optimization for high integrity magnesium automotive components.,Lightweight metals,Forming and joining,,,,,,,,,,,,,x,,,,,,x,,,,Err:507,,,,,,,
University of Windsor,"Jianu, Ofelia",Sustainable Energy Systems Laboratory,"Advanced thermochemical hydrogen production cycles, design and performance of sustainable energy systems.",,Alternative fuels,,,,,x,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Windsor,"Johrendt, Jennifer","Vehicle Dynamics and Control Research Group
Fraunhofer Project Centre @ Western","Vehicle structural durability, neural network characterization of material properties and processing, composites design for vehicle lightweighting.",,Vehicle design,Crashworthiness,Polymers and composite materials,,,,,,,,,,x,,,,,,,,,,,,Err:507,x,,,,,,x
University of Windsor,"Kar, Narayan","CHARGE Lab
Green Auto Powertrain Project",Development of energy-efficient motor drives for hybrid and electric vehicles.,"Canada Research Chair in Electrified Transportation Systems
Ontario Research Fund - Infrastructure: Advanced Development & Test Facility for Heavy- Duty Electrified Transportation Systems and Components.
Ontario Research Fund - Infrastructure: Facility for Advanced Hybrid Drivetrain Systems.
Canadian Foundation for Innovation: Advanced Development & Test Facility for Heavy-duty Electrified Transportation Systems and Components.
NSERC (Collaborative Research and Development Grants): Powertrain Components and Systems for Next Generation Electric Vehicles. 
NSERC (Collaborative Research and Development Grants): Development of Powertrain Component Tester with Electric and Hybrid Electric Vehicle Emulation Capabilities. 
NSERC (Discovery Grants Program): Direct-drive E-Powertrain with Integrated Charging Capability. ",Hybrid and electric vehicles,Powertrain,,,,,,,,,,,,,,,x,,,,,,,,Err:507,,x,,,,,
University of Windsor,"Kim, Eunsik",Industrial Ergonomics Group,"Industrial ergonomics, including welding, and work station design.",,Industrial processes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Windsor,"Lee, Chris",Unknown.,"Traffic operation and control. 
Traffic safety and driver behaviour.
Intelligent transportation systems. 
Highway design. ","Canadian Foundation for Innovation: Laboratory for Integrated Transportation and Traffic Engineering Research.
NSERC (Discovery Grants Program): Understanding Passenger Car-Heavy Vehicle Interactions and Conflicts on Roadways for Developing Proactive Traffic Saftey Strategies. ",Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Windsor,"Lukitsch, Michael",Tribology of Materials Research Centre,"Biofuels in engines, high temperature behaviour of coatings against aluminum alloys, diamond-like carbon coatings for aluminum alloys.",,Alternative fuels,Internal combustion engines,Coatings and corrosion,Lightweight metals,,x,,,,x,,,,,,,,,,x,x,,,,Err:507,,,,,,,
University of Windsor,"Maev, Roman","Institute for Diagnostic Imaging Research
Brockhouse Institute for Materials Research
Ontario BioCar Initiative","Evaluating biocomposite characteristics, using non-destructive scanning techniques to evaluate automotive welds and joints.","Industrial Research Chair in Applied Solid State Physics and Material Characterization
NSERC (Collaborative Research and Development Grants): Development and Application of the Low Critical Velocity Cold Spray Process. 
NSERC (Engage Grants Program): Rapid Repair for Fuselage Damage Using Cold Spray. ",Biocomposites,Industrial processes,,,,,,,x,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Windsor,"Maeva, Elena","Institute for Diagnostic Imaging Research
Ontario BioCar Initiative","Adhesive and nano-composite and polymer structures, properties and degradation of biomaterial-based composites.",,Polymers and composite materials,Nanotechnology,Biocomposites,,,,,,x,,,,,,,,,,,,,,x,,Err:507,x,,,,,,
University of Windsor,"Maoh, Hanna",McMaster Institute for Transportation and Logistics,"Traffic, transportation network analysis, passenger and commercial travel behaviour.",,Transportation and charging,,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,x,
University of Windsor,"Minaker, Bruce","Vehicle Dynamics and Control Research Group
Fraunhofer Project Centre @ Western","Vehicle dynamics and control, multibody dynamics, numerical modelling and simulation, suspension design.",,Control,,,,,,,,,,,x,,,,,,,,,,,,,Err:507,,,,,,,
University of Windsor,"Nie, Xueyuan",Plasma Surface Engineering and Tribology Laboratory,"Plasma surface engineering, thin films and coatings, micro/nanoscale mechanics and tribology, corrosion, NEMS/MEMS device materials.","NSERC (Automotive Partnership Canada): Ultra high strength aluminum and magnesium alloys, hard coatings and their applications in engine blocks and head covers.
NSERC (Discovery Grants Program): Development of Nanostructured Coatings for Lightweight Materials with Enhanced Properties.
NSERC: Ultra high strength Aluminum & Magnesium alloys, hard coatings and their applications in engine blocks and head covers.",Lightweight metals,Coatings and corrosion,Nanotechnology,,,,,,,x,,,,,,,,,,,x,,x,,Err:507,,,,,,,
University of Windsor,"Northwood, Derek",Unknown.,"Microstructure properties and processing, lightweight aluminum and magnesium materials for automotive applications, materials for fuel cell and batteries applications, surface engineering for improving corrosion and wear.",NSERC (Discovery Grants Program): Materials development for improved durability and performance.,Lightweight metals,Batteries and fuel cells,Coatings and corrosion,,,,,x,,x,,,,,,,,,,,x,,,,Err:507,,,,,,,
University of Windsor,"Novak, Colin",Green Auto Powertrain Project,"Design and test for applications in automotive noise and vibration control, structural modal test and control design for mechanical vibration properties.",,Vehicle design,"Noise, vibration and harshness",,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,x
